ID,SubCat1_ID,Subcatagoria2
1021,106,Ferreteria para Rejas
1022,106,Ferreteria para Ventanas
1023,106,Ferreteria y Cerraduras para Puertas
1024,106,Ganchos
1025,106,Linternas
1026,106,Lonas y Amarres
1027,106,"Numeros de Casa, Placas y Senhalamientos"
1028,106,Soportes para Estantes
1029,106,otros
1030,107,Accesorios para Herramientas Electricas
1031,107,Aspiradoras en Seco y Humedo
1032,107,Herramientas Electricas
1033,107,Herramientas Manuales
1034,107,Herramientas de Limpieza
1035,107,Herramientas para Medicion y Disenho
1036,107,Organizadores de Herramientas
1037,107,otros
1038,108,Focos
1039,108,Iluminacion de Exterior
1040,108,Iluminacion de Interior
1041,108,otros
1042,109,Alarmas y Detectores para el Hogar
1043,109,Cajas Fuertes y Accesorios
1044,109,Candados y Aldabas para Candados
1045,109,Kits de Primeros Auxilios
1046,109,Linternas
1047,109,Material y Accesorios de Seguridad Laboral
1048,109,Proteccion Contra Incendios
1049,109,Sirenas
1050,109,Sistemas de Seguridad para el Hogar
1051,109,Timbres de Alarmas
1052,109,otros
1053,110,Adhesivos de Papel Tapiz
1054,110,Adhesivos y Murales
1055,110,Botes para Prueba de Color
1056,110,Cenefas
1057,110,Espatulas para Yeso
1058,110,Herramientas
1059,110,Materiales de Preparacion
1060,110,Paneles de Color
1061,110,Papel Tapiz
1062,110,"Pinturas, Tintes y Disolventes"
1063,110,otros
1064,111,Andamios
1065,111,Climatizacion
1066,111,Escaleras de Mano
1067,111,Iluminacion de Areas de Trabajo
1068,111,Manipulacion de Materiales
1069,111,Material de Construccion
1070,111,otros
1071,112,Bombas de Agua y Accesorios
1072,112,Calentadores de Agua y Piezas
1073,112,Herramientas para Cambiar Grifos
1074,112,Herramientas para Limpieza de Desagües
1075,112,Piezas de Grifos
1076,112,Piezas del Inodoro
1077,112,Trituradores de Comida y Piezas
1078,112,"Tuberias, Equipo y Accesorios"
1079,112,Valvulas
1080,112,otros
1081,113,otros
1082,114,Arquitectura
1083,114,Artes Escenicas
1084,114,Danza
1085,114,Disenho Grafico
1086,114,Fotografia
1087,114,Musica
1088,114,Teatro
1089,114,Arte
1090,114,Otros
1091,115,Antigüedades
1092,115,Bodas
1093,115,Cuidado de Animales y Mascotas
1094,115,Disenho de Interiores
1095,115,Jardineria
1096,115,Manualidades
1097,115,Otros
1098,116,Autoestima
1099,116,Creatividad
1100,116,Espiritual
1101,116,Felicidad
1102,116,Motivacion
1103,116,Manejo del Estres
1104,116,Ninho Interior
1105,116,Transformacion Personal
1106,116,Otros
1107,117,Ciencia Ficcion
1108,117,Fantasia
1109,117,Otros
1110,118,Astronomia
1111,118,Ciencias Agricolas
1112,118,Biologia
1113,118,Fisica
1114,118,Genetica
1115,118,Matematicas
1116,118,Ecologia
1117,118,Quimica
1118,118,Otros
1119,119,Createspace
1120,119,Dark Horse COmics
1121,119,DC
1122,119,Marvel Books
1123,119,Seven Seas
1124,119,Otros
1125,120,Analisis y Disenho de Sistemas
1126,120,Bases de Datos
1127,120,Disenho de Sitios Web
1128,120,Hardware
1129,120,Programacion
1130,120,Redes Informaticas
1131,120,Sistemas Operativos
1132,120,Otros
1133,121,Baloncesto
1134,121,Beisbol
1135,121,Deportes Acuaticos
1136,121,Deportes de Invierno
1137,121,Deportes Extremos
1138,121,Futbol
1139,121,Futbol Americano
1140,121,Golf
1141,121,Hockey
1142,121,Juegos Olimpicos
1143,121,Softbol
1144,121,Otros
1145,122,Almanaques y Anuarios
1146,122,Atlas y Mapas
1147,122,Diccionarios
1148,122,Enciclopedias
1149,122,Otros
1150,123,Africa
1151,123,Asia
1152,123,Australia y Oceania
1153,123,Militar
1154,123,Europa
1155,123,Las Americas
1156,123,Mundial
1157,123,Medio Oriente
1158,123,Rusia
1159,123,Otros
1160,124,Cine
1161,124,Cultura Pop
1162,124,Humor
1163,124,Juegos
1164,124,Television
1165,124,Otros
1166,125,Alimentos Naturales
1167,125,Artes Culinarias
1168,125,Dietas Especiales
1169,125,Gastronomia
1170,125,Refrescos y Bebidas
1171,125,Regional e Internacional 
1172,125,Vegetariana
1173,125,Otros
1174,126,Misterio
1175,126,Thrillers
1176,126,Policiaco
1177,126,Otros
1178,127,Desarrollo Empresiarial 
1179,127,Economia
1180,127,Finanzas
1181,127,Gestion
1182,127,Gobierno
1183,127,Inversion
1184,127,Otros
1185,128,Ciencias Sociales
1186,128,Crimen
1187,128,Filosofia
1188,128,Politica
1189,128,Otros
1190,129,Suspenso
1191,129,Contemporaneo 
1192,129,Paranormal
1193,129,Historico
1194,129,Otros
1195,130,Medicina Alternativa
1196,130,Relaciones
1197,130,Salud Mental
1198,130,Salud Personal
1199,130,Otros
1200,131,Accion y Aventura
1201,131,"Arte, Cine y Fotografia"
1202,131,Autoayuda
1203,131,Ciencia y Tecnologia
1204,131,Suspenso y Misterio
1205,131,Deportes
1206,131,Derecho
1207,131,Fantasia
1208,131,Historia
1209,131,Turismo
1210,131,Otros
1211,132,Otros
1212,133,Adornos
1213,133,Regalos
1214,133,Oficina
1215,133,Ropa
1216,133,Basura
1217,133,Cestos
1218,133,Ganchos
1219,133,Otros
1220,134,Carritos de Limpieza
1221,134,Guantes
1222,134,Otros
1223,135,Accesorios
1224,135,Tapetes
1225,135,Otros
1226,136,Accesorios para Cama
1227,136,Blancos de Cocina
1228,136,Cojines
1229,136,Otros
1230,137,Deshumidificadores
1231,137,Purificadores de Aire
1232,137,Ventiladores
1233,137,Otros
1234,138,Almacenamiento de Despensa
1235,138,Cafe y Te
1236,138,Vajilla
1237,138,Electrodomesticos
1238,138,Reposteria
1239,138,Utensilios
1240,138,Otros
1241,139,Cortinas y persianas
1242,139,Espejos
1243,139,Fundas
1244,139,Jarrones
1245,139,Marcos
1246,139,Imanes
1247,139,Otros
1248,140,Exterior
1249,140,Interior
1250,140,Navidad
1251,140,Otros
1252,141,Comedor
1253,141,Recamara
1254,141,Oficina
1255,141,Infantil
1256,141,Otros
1257,142,Otros
1258,143,Afinadores
1259,143,Aprendizaje Musical
1260,143,Atriles
1261,143,Atriles de Lira
1262,143,Batutas de Director
1263,143,Cables y Conectores
1264,143,Cuadernos de Papel para Personal
1265,143,Lamparas para Atril
1266,143,Metronomos
1267,143,Papel Pautado
1268,143,Regalos de Musica
1269,143,Tableros de Anuncios
1270,143,Otros
1271,144,Amplificadores
1272,144,Bajos Electricos
1273,144,Bajos y Accesorios
1274,144,Efectos
1275,144,Piezas y Repuestos
1276,144,Otros
1277,145,Accesorios
1278,145,"Baterias, Roto Toms y Sets de Tambores"
1279,145,Gongs
1280,145,Herrajes
1281,145,Pads de Practica
1282,145,Percusion de Mano
1283,145,Percusion Melodica y de Orquesta
1284,145,Platillos
1285,145,Tambores de Mano
1286,145,Tambores Electronicos
1287,145,Otros
1288,146,Accesorios
1289,146,Auriculares para DJ
1290,146,Controladores para DJ
1291,146,Iluminacion y Accesorios
1292,146,Mesas Mezcladoras
1293,146,Microfonos
1294,146,Reproductores de CD
1295,146,Sets para DJ
1296,146,Tornamesas
1297,146,Otros
1298,147,Sistemas
1299,147,Otros
1300,148,Accesorios de Estudio
1301,148,Auriculares y Monitores Internos
1302,148,Cables y Conectores
1303,148,Controladores MIDI
1304,148,Controladores para Estaciones de Trabajo de Audio Digital
1305,148,Convertidores Digitales
1306,148,Grabadores Multipista
1307,148,Interfaces de Audio
1308,148,Interfaces MIDI
1309,148,Mesas Mezcladoras
1310,148,Microfonos
1311,148,Monitores de Estudio
1312,148,Preamplificadores
1313,148,Procesadores de Senhales y de Efectos
1314,148,Software de Grabacion y Reproduccion de Audio
1315,148,Software de Notacion Musical
1316,148,Tratamientos para Salas Acusticas
1317,148,Otros
1318,149,Accesorios
1319,149,Amplificadores para Guitarras
1320,149,Efectos
1321,149,Guitarras Acusticas de Cuerdas Metalicas
1322,149,Guitarras Clasicas
1323,149,Guitarras Electroacusticas
1324,149,Guitarras Electricas
1325,149,Kits de Guitarras Electricas
1326,149,Piezas y Repuestos para Guitarras Acusticas y Clasicas
1327,149,Piezas y Repuestos para Guitarras Electricas
1328,149,Otros
1329,150,Accesorios
1330,150,Piezas y Repuestos
1331,150,Violas
1332,150,Violines
1333,150,Guitarras Clasicas
1334,150,Otros
1335,151,Accesorios
1336,151,Armonicas
1337,151,Arpas de Boca
1338,151,Didgeridoos
1339,151,Instrumentos de Viento Madera
1340,151,Melodicas
1341,151,Neys
1342,151,Otros
1343,152,Accesorios
1344,152,Condensadores
1345,152,Dinamicos
1346,152,Otros
1347,153,Accesorios
1348,153,Folclore y Acordeones
1349,153,Pianos
1350,153,Sintetizadores
1351,153,Teclados Electronicos
1352,153,Otros
1353,154,Accesorios
1354,154,Sampleadores
1355,154,Sintetizadores
1356,154,Teclados Electronicos
1357,154,Otros
1358,155,Altavoces
1359,155,Amplificadores
1360,155,Cables y Conectores
1361,155,Cajas DI
1362,155,"Fundas, Estuches y Soportes"
1363,155,Iluminacion
1364,155,Microfonos
1365,155,Monitores Intra-aurales
1366,155,Maquinas de Efectos
1367,155,Procesadores de Senhales y de Efectos
1368,155,Sistemas de Megafonia y Anuncio
1369,155,Otros
1370,156,Otros
1371,157,Bancas de Almacenamiento
1372,157,Cajas para Deck
1373,157,Casas de Verano
1374,157,Cobertizos de Almacenamiento
1375,157,Cobertizos de Almacenamiento de Basura
1376,157,Contenedores de Almacenamiento
1377,157,Garajes
1378,157,Kits de Casas Miniatura
1379,157,Saunas
1380,157,Otros
1381,158,Accesorios para Asadores y Ahumadores
1382,158,Asadores y Hornos para Ahumar Carne
1383,158,Cocinas al Aire Libre
1384,158,Piezas de repuesto
1385,158,Utensilios de Cocina para Asador
1386,158,Utensilios para Asador
1387,158,Vajilla y Utensilios para Picnic
1388,158,Otros
1389,159,Accesorios para Chimeneas al Aire Libre
1390,159,"Calentadores para Exterior, Piezas y Accesorios"
1391,159,Fogatas y Chimeneas al Aire Libre
1392,159,Piezas y Accesorios para Nebulizadores
1393,159,Sistemas de Nebulizacion
1394,159,Ventiladores con nebulizacion
1395,159,Otros
1396,160,Detectores de Metal y Accesorios
1397,160,Fresadoras
1398,160,Generadores y Energia Portatil
1399,160,Hachas para Hierba
1400,160,Herramientas Electricas de Exterior
1401,160,Herramientas y Accesorios de Mantenimiento para Arboles
1402,160,Lavadoras a Presion y Accesorios
1403,160,Piezas y Accesorios para Podadoras
1404,160,Podadoras y Accesorios
1405,160,Repuestos para Herramientas Electricas de Exterior
1406,160,"Sopladores de Hojas, Aspiradoras y Accesorios"
1407,160,"Tijeras de Podar, Piezas y Accesorios"
1408,160,Otros
1409,161,Control de Insectos y Plagas
1410,161,"Control de Malezas, Musgos y Hongos"
1411,161,Fertilizantes y Alimentos para Plantas
1412,161,Monitorizacion de plantas y suelos
1413,161,"Tierras, Abonos y Medios de Plantacion"
1414,161,Otros
1415,162,Accesorios para Fuentes
1416,162,Alfombras de Exteriores
1417,162,Banderas
1418,162,Cadenas de Lluvia
1419,162,Campanas
1420,162,Cercas Decorativas
1421,162,Conos de Viento
1422,162,Cortinas para Exteriores
1423,162,Decoraciones de Festividades para Exterior
1424,162,Esculturas y Estatuas de Jardin
1425,162,Estacas Decorativas Para Jardin
1426,162,Estacas Decorativas para Jardin
1427,162,Fuentes
1428,162,Ganchos de Pastor para Exteriores
1429,162,Herraje para Mastil
1430,162,Letreros de Direccion
1431,162,Materiales para su Jardin y Patio
1432,162,Pasto Artificial
1433,162,Relojes de Sol
1434,162,Relojes para Exteriores
1435,162,Senhalamientos para Patio
1436,162,Soportes para Colgar de Exteriores
1437,162,Veletas
1438,162,Otros
1439,163,Bombas
1440,163,Boquillas de Bomba
1441,163,Fuentes para Estanques
1442,163,Luces para Estanques
1443,163,Tubos
1444,163,Otros
1445,164,Acuaponia
1446,164,Canteros Elevados y Estructuras de Apoyo
1447,164,Cenadores
1448,164,Hidroponia
1449,164,Invernaderos y Equipo de Germinacion
1450,164,"Toldos, Gazebos y Pergolas"
1451,164,Otros
1452,165,Accesorios de Jardineria y Ropa de Proteccion
1453,165,Carros y Vagones
1454,165,Composta y Residuos de Patio
1455,165,Contenedores para Plantas y Accesorios
1456,165,Equipo de Riego
1457,165,Esparcidores
1458,165,Herramientas Manuales
1459,165,Pulverizadores y Accesorios
1460,165,Otros
1461,166,Accesorios de Iluminacion
1462,166,Apliques de Exterior
1463,166,Farolas
1464,166,Focos de Exterior
1465,166,Guirnaldas Luminosas de Exterior
1466,166,Iluminacion de Caminos
1467,166,Iluminacion de Estanques y Albercas
1468,166,Iluminacion de Patio y Terraza
1469,166,Iluminacion de Seguridad
1470,166,Lamparas de Piso para Exteriores
1471,166,Linternas de Exterior
1472,166,Luces para Sombrillas
1473,166,Mangueras LED de Exterior
1474,166,Postes de Luz
1475,166,Proyectores de Iluminacion Decorativa
1476,166,Otros
1477,167,Almohadas Decorativas
1478,167,Asientos para Patio
1479,167,Bancas con Cajones
1480,167,Bolsas de Almacenamiento de Cojin
1481,167,Cajas para Deck
1482,167,Carros
1483,167,Cojines
1484,167,Contenedores de Almacenamiento
1485,167,Fundas
1486,167,Fundas de Cojin
1487,167,"Hamacas, Columpios y Accesorios"
1488,167,Juegos de Muebles
1489,167,Manteles
1490,167,Mesas
1491,167,Sombrillas y Sombras
1492,167,"Toldos, Gazebos y Pergolas"
1493,167,Otros
1494,168,Ardillas
1495,168,Aves
1496,168,Hoteles de Insectos
1497,168,Mariposas
1498,168,Murcielagos
1499,168,Otros
1500,169,Calentadores y Accesorios
1501,169,Duchas para Exteriores
1502,169,"Filtros, Bombas y Accesorios"
1503,169,Fundas y Accesorios
1504,169,Herramientas de Limpieza y Accesorios
1505,169,Jacuzzis
1506,169,Pintura y Sellado
1507,169,Piscinas
1508,169,Productos de Iluminacion
1509,169,Pruebas de Quimicos y Agua
1510,169,Revestimientos
1511,169,Saunas al Aire Libre y Piezas
1512,169,Seguridad
1513,169,Termometros
1514,169,"Toboganes, Escaleras y Trampolines"
1515,169,Otros
1516,170,Anemometros
1517,170,Barometros
1518,170,Estaciones Meteorologicas
1519,170,Higrometros
1520,170,Medidores de Lluvia
1521,170,Termometros
1522,170,Otros
1523,171,Barandales y Postes
1524,171,Ferreteria
1525,171,Materiales
1526,171,Otros
1527,172,Otros
1528,173,Albercas de Bolas y Accesorios
1529,173,Albercas de Jardin y Juegos Acuaticos
1530,173,Armas y Proyectiles de Juguete
1531,173,Bastones y Pelotas para Saltar
1532,173,"Bicicletas, Triciclos y Carritos"
1533,173,Bolsas de Dormir
1534,173,Bumeran
1535,173,Cajones de Arena y Accesorios
1536,173,Casas de Juguete
1537,173,Dardos y Dianas
1538,173,Gimnasios y Columpios
1539,173,Habilidad y Gimnasia
1540,173,Herramientas de Jardin para Ninhos
1541,173,Juguetes Deportivos
1542,173,Papalotes y Juguetes de Vuelo
1543,173,Rehiletes de Jardin
1544,173,Tiendas de Campanha para Ninhos
1545,173,Burbujas
1546,173,Equipo para parque infantil y juegos
1547,173,Otros
1548,174,Albumes y Calcomanias
1549,174,Arcilla y Plastilina
1550,174,Construccion de Maquetas y Pasatiempos
1551,174,Cuentas para Planchar
1552,174,Delantales y Batas
1553,174,Grabados y Sellos
1554,174,Juegos de Manualidades
1555,174,Libros para Colorear
1556,174,Material de Escritura y Dibujo
1557,174,Mosaicos
1558,174,Pizarrones
1559,174,Pizarrones Magicos
1560,174,Otros
1561,175,Cubiertos y platos para fiestas
1562,175,Decoraciones
1563,175,Invitaciones
1564,175,Manteles y Accesorios para Mesas
1565,175,Espantasuegras
1566,175,Pinhatas
1567,175,Recordatorios para cumpleanhos
1568,175,"Gorros, Gafas y Accesorios para Fiestas"
1569,175,Juegos de Lanzamiento
1570,175,Juegos de Pin
1571,175,Otros
1572,176,Accesorios
1573,176,Baterias y Percusiones
1574,176,Guitarras y Cuerdas
1575,176,Pianos y Teclados
1576,176,Viento y Metal
1577,176,Otros
1578,177,Almacenamiento y Accesorios
1579,177,Construccion Magnetica
1580,177,Figuras
1581,177,Juegos de Construccion
1582,177,Juegos de Engranes
1583,177,Otros
1584,178,Accesorios
1585,178,Bolsas de Juguete
1586,178,Dinero y banca
1587,178,Disfraces
1588,178,Equipo de Espionaje para Ninhos
1589,178,Herramientas de Juguete
1590,178,Juegos de Medicos
1591,178,Juguetes de Cocina
1592,178,Juguetes del Hogar
1593,178,Otros
1594,179,Ajedrez
1595,179,Arcade y Juegos de Mesa
1596,179,Bingo
1597,179,Canicas
1598,179,Equipo de Casino
1599,179,Juegos Electronicos Portatiles
1600,179,Juegos de Apilar
1601,179,Juegos de Cartas
1602,179,Juegos de Mesa
1603,179,Juegos de Piso
1604,179,Juegos de Tablero y Miniatura
1605,179,Juegos de Viaje y de Bolsillo
1606,179,Juegos para DVD
1607,179,Trompos de Batalla
1608,179,Accesorios para Juegos
1609,179,Juegos de mesa
1610,179,Otros
1611,180,Almacenamiento de Coleccionables
1612,180,"Cromos, Cartas Coleccionables y Accesorios"
1613,180,Estatuas y Bustos
1614,180,Monedas Coleccionables y Papel Moneda
1615,180,Sellos Postales Coleccionables
1616,180,Otros
1617,181,Ciencias
1618,181,Electronica
1619,181,Energia Solar
1620,181,Habitats
1621,181,Imanes y Juegos Magneticos
1622,181,Juguetes de Desarrollo Temprano y de Actividad
1623,181,Juguetes para Necesidades Especiales
1624,181,Lectura y Escritura
1625,181,Optica
1626,181,Pistas para Canicas
1627,181,Tarjetas Didacticas
1628,181,Visores
1629,181,Otros
1630,182,Boomboxes y Reproductores de MP3
1631,182,Camaras Digitales
1632,182,Juguetes de Cuentacuentos
1633,182,Mascotas Electronicas
1634,182,Tabletas y Accesorios
1635,182,Videojuegos
1636,182,Walkie Talkies
1637,182,Otros
1638,183,Articulos de Broma
1639,183,Juguetes antiestres
1640,183,Juguetes de adivinacion
1641,183,Juguetes de Broma de Chorro de Agua
1642,183,Juguetes de Cuerda
1643,183,Kits de Magia y Accesorios
1644,183,Masas Viscosas para Jugar
1645,183,Miniaturas
1646,183,Monedas Novedosas y Papel Moneda
1647,183,Munhecas Matrioska
1648,183,Prismas
1649,183,Trompos de juguete
1650,183,Yoyos
1651,183,Otros
1652,184,Caballos y Animales Mecedores
1653,184,Centros de Actividades
1654,184,Estructuras de Juego para Interiores
1655,184,Juegos de Bloques
1656,184,Juguetes con Sonido
1657,184,Juguetes de Banho
1658,184,Juguetes de Habilidades Motoras
1659,184,Juguetes para Bebes
1660,184,Trompos
1661,184,Otros
1662,185,Accesorios de Casa de Munhecas
1663,185,Accesorios para Munhecas
1664,185,Casas de Munhecas
1665,185,Munhecas
1666,185,Munhecas Recortables y Magneticas
1667,185,Sets de Juego
1668,185,Otros
1669,186,Edificios y Paisajes
1670,186,Figuras de Accion
1671,186,Juegos
1672,186,Munhecos y Figuras Articulados
1673,186,Otros
1674,187,Animales y Figuras
1675,187,Cojines de Peluche
1676,187,Conjuntos de Juguetes y Mazadas de Felpa
1677,187,Figuras de Juguete Interactivo de Felpa
1678,187,Munhecas de Trapo
1679,187,Ropa y Accesorios de Animales de Peluche
1680,187,Titeres de Peluche
1681,187,Otros
1682,188,Drones
1683,188,Piezas y Accesorios
1684,188,Robots
1685,188,Vehiculos controlados por aplicacion y control remoto
1686,188,Otros
1687,189,Accesorios para Rompecabezas
1688,189,Juegos de Preguntas Capciosas
1689,189,Rompecabezas 3-D
1690,189,Rompecabezas Tipicos
1691,189,Rompecabezas con Mango
1692,189,Rompecabezas de Madera
1693,189,Rompecabezas de Suelo
1694,189,Sudokus
1695,189,Tapetes para Rompecabezas
1696,189,Otros
1697,190,Marionetas de Ventrilocuo
1698,190,Titeres de Dedos
1699,190,Titeres de Mano
1700,190,Titeres de Peluche
1701,190,Otros
1702,191,Aerodeslizadores
1703,191,Ambulancias
1704,191,Autobuses
1705,191,Autos y autos de carreras
1706,191,Aviones
1707,191,Camiones
1708,191,"Coches Slot, Pistas y Accesorios"
1709,191,Cohetes
1710,191,Cohetes y Naves Espaciales
1711,191,Embarcaciones
1712,191,Helicopteros
1713,191,Juguetes de Dedo
1714,191,Motocicletas
1715,191,Naves Espaciales
1716,191,Rastreadores
1717,191,Scooters
1718,191,Sets de Juego para Vehiculos de Juguete
1719,191,Tractores
1720,191,Trenes y Tranvias
1721,191,Vehiculos Blindados de Combate
1722,191,Vehiculos de Construccion
1723,191,Vehiculos todo terreno
1724,191,Otros
1725,192,Otros
1726,193,Basculas
1727,193,Calibracion
1728,193,Calidad del Agua e Instrumentacion
1729,193,Flujo y Calidad del Aire
1730,193,Medicion Dimensional
1731,193,"Movimiento, Velocidad y Fuerza"
1732,193,Pruebas Electricas
1733,193,Registradores y Adquisicion de Datos
1734,193,Inclinometros
1735,193,Medicion del sonido
1736,193,Probadores de redes y cables
1737,193,Sensores
1738,193,Otros
1739,194,Avisos y Senhalizacion de Seguridad
1740,194,Capacitacion en Seguridad
1741,194,Equipos de Respuesta a Emergencias
1742,194,Manipulacion de Materiales Peligrosos
1743,194,Material y Accesorios de Seguridad Laboral
1744,194,Productos de Bloqueo y Etiquetado
1745,194,Productos de Seguridad para Instalaciones
1746,194,Otros
1747,195,Accesorios de Banho
1748,195,Herramientas de Limpieza
1749,195,Productos de Cuidado Personal
1750,195,Productos de Mantenimiento de Pisos
1751,195,Productos de Papel
1752,195,Recipientes y Bolsas para Desecho
1753,195,Otros
1754,196,Otros
1755,197,Articulos de Salud
1756,197,Ruedas de Ejercicio
1757,197,Casas y Habitats
1758,197,"Collares, Arneses y Correas"
1759,197,Comida
1760,197,Eliminadores de Olores y Manchas
1761,197,Transportadoras
1762,197,Juguetes
1763,197,Otros
1764,198,Accesorios para Jaula Protectora
1765,198,Transportadoras
1766,198,Comida
1767,198,Jaulas y Accesorios
1768,198,Juguetes
1769,198,Otros
1770,199,Articulos de Salud
1771,199,Articulos para Comida y Agua
1772,199,Cobijas y Sabanas
1773,199,Herraduras y Zapatos
1774,199,Premios
1775,199,Otros
1776,200,Arena y Adiestramiento para Evacuar
1777,200,Camas y Muebles
1778,200,"Collares, Arneses y Correas"
1779,200,Comida
1780,200,"Control de Pulgas, Piojos y Garrapatas"
1781,200,Criptas y Funerales
1782,200,"Gateras, Escalones, Redes y Corrales"
1783,200,Higiene
1784,200,Juguetes
1785,200,Repelentes Educativos
1786,200,Ropas
1787,200,Transportadoras y Carriolas
1788,200,Otros
1789,201,Accesorios para Terrarios
1790,201,Articulos de Salud
1791,201,Comida
1792,201,Otros
1793,202,Accesorios y Ropa
1794,202,"Amarres, Estacas y Cercas Inalambricas"
1795,202,Arena y Adiestramiento para Evacuar
1796,202,Camas y Muebles
1797,202,"Casas, Perreras y Corrales"
1798,202,"Collares, Arneses y Correas"
1799,202,Comida
1800,202,"Control de Pulgas, Piojos y Garrapatas"
1801,202,Criptas y Funerales
1802,202,Higiene
1803,202,Juguetes
1804,202,"Puertas, Rejas y Rampas"
1805,202,Transportadoras y Productos para Viajar
1806,202,Otros
1807,203,"Camas, Arena Y Sustrato para Terrarios"
1808,203,Comida
1809,203,Cubiertas para Terrarios
1810,203,Decoracion para Habitats
1811,203,Termometros
1812,203,Terrarios
1813,203,Transportadoras
1814,203,Otros
1815,204,Otros
1816,205,Clasica
1817,205,Otros
1818,206,Bluegrass
1819,206,Country Alternativo y Estadounidense
1820,206,Country Contemporaneo
1821,206,Honky-Tonk
1822,206,Swing Western
1823,206,Otros
1824,207,Ambient
1825,207,Dance Mundial
1826,207,Electronica
1827,207,House
1828,207,Tecno
1829,207,Otros
1830,208,Folk Contemporanea
1831,208,Folk Tradicional
1832,208,Otros
1833,209,Death Metal
1834,209,Hard Rock
1835,209,Metal Alternativo
1836,209,Otros
1837,210,Cantautores
1838,210,Hardcore y Punk
1839,210,Indie y Lo-Fi
1840,210,Otros
1841,211,Acid Jazz
1842,211,Bebop
1843,211,Jazz Swing
1844,211,Jazz Tradicional
1845,211,Posbebop Moderno
1846,211,Otros
1847,212,Cantautores
1848,212,Disco
1849,212,Pop Dance
1850,212,Rock Pop
1851,212,Otros
1852,213,Otros
1853,214,"Estuches, Almacenaje y Transporte"
1854,214,Herramientas de Corte
1855,214,Muebles y Accesorios
1856,214,Otros
1857,215,Agendas
1858,215,Calendarios de Escritorio y Suministros
1859,215,Repuestos de Agendas
1860,215,Otros
1861,216,Acesorios
1862,216,Cartuchos de Tinta
1863,216,Enmicadoras
1864,216,Impresoras
1865,216,Proyectores
1866,216,Rotuladores
1867,216,Trituradores
1868,216,Otros
1869,217,Cuadernos de Asistencia y de Clases
1870,217,Decoracion para las Aulas
1871,217,Juegos de Geometria
1872,217,Material de Educacion Infantil
1873,217,Material Educativo
1874,217,Tijeras
1875,217,Otros
1876,218,Crayones
1877,218,Gises
1878,218,Gomas y Articulos para Corregir
1879,218,Lapices
1880,218,Marcadores y Resaltadores
1881,218,Plumas y Repuestos
1882,218,Sacapuntas
1883,218,Otros
1884,219,"Cuadernos, Blocs de Notas y Diarios"
1885,219,Papel
1886,219,Tarjetas y Cartulinas
1887,219,Otros
1888,220,Otros
1889,221,Peliculas
1890,221,Otros
1891,222,TV
1892,222,Otros
1893,223,Otros
1894,224,Casual
1895,224,Ceremonia y Eventos
1896,224,Coctel
1897,224,Fiesta
1898,224,Oficina
1899,224,Otros
1900,225,Pantalones
1901,225,Otros
1902,226,Alpargatas para Mujer
1903,226,Botas para Mujer
1904,226,"Calzado de Uniformes, Tecnico y de Seguridad de Mujer"
1905,226,Casuales para Mujer
1906,226,Calzado Deportivo para Mujer
1907,226,Flats para Mujer
1908,226,Formales para Mujer
1909,226,Mocasines para Mujer
1910,226,Nauticos para Mujer
1911,226,Pantuflas para Mujer
1912,226,Sandalias de Piso para Mujer
1913,226,Sandalias de Tacon para Mujer
1914,226,Zapatillas para Mujer
1915,226,Zuecos para Mujer
1916,226,Otros
1917,227,Blusas y Camisas
1918,227,Henleys
1919,227,Otros
1920,228,Chamarras
1921,228,Otros
1922,229,Correas de Reloj
1923,229,Relojes de Bolsillo
1924,229,Relojes de Pulsera
1925,229,Otros
1926,230,Bolsas de Tela y de Playa
1927,230,Bolsas Cross-Body
1928,230,Bolsas de Asas
1929,230,Bolsas de Mano
1930,230,Bolsas Hobos y al Hombro
1931,230,Mochilas
1932,230,Otros
1933,231,Anillos
1934,231,Aretes
1935,231,Collares
1936,231,Pulseras
1937,231,Tobilleras
1938,231,Otros
1939,232,Otros
1940,233,Chamarras
1941,233,Otros
1942,234,Pantalones
1943,234,Otros
1944,235,Camisas Casuales
1945,235,Camisas de Vestir
1946,235,Camisas Formales
1947,235,Playeras de Manga Corta
1948,235,Playeras de Manga Larga
1949,235,Playeras sin Mangas
1950,235,Polos
1951,235,Otros
1952,236,Bandas Deportivas para la Cabeza
1953,236,Bufandas
1954,236,Carteras y Estuches
1955,236,Cinturones
1956,236,Corbatas y Monhos
1957,236,Gafas y Accesorios
1958,236,Guantes
1959,236,Llaveros
1960,236,Panhuelos
1961,236,Sombreros y Gorras
1962,236,Tirantes
1963,236,Otros
1964,237,Sudaderas con Capucha
1965,237,Sudaderas sin Capucha
1966,237,Otros
1967,238,Alpargatas para Hombre
1968,238,Botas para Hombre
1969,238,"Calzado de Uniformes, Tecnico y de Seguridad de Hombre"
1970,238,Casuales para Hombre
1971,238,Calzado Deportivo para Hombre
1972,238,Formales para Hombre
1973,238,Mocasines para Hombre
1974,238,Nauticos para Hombre
1975,238,Pantuflas para Hombre
1976,238,Sandalias Formales para Hombre
1977,238,Sandalias de Playa para Hombre
1978,238,Zuecos para Hombre
1979,238,Otros
1980,239,Camisas Casuales
1981,239,Otros
1982,240,Correas de Reloj
1983,240,Relojes de Bolsillo
1984,240,Relojes de Pulsera
1985,240,Otros
1986,241,Otros
1987,242,Accesorios
1988,242,Relojes
1989,242,Ropa
