ID,SubCat1_ID,Subcatagoria2
1990,242,Zapatos
1991,242,Otros
1992,243,Accesorios
1993,243,Bolsas de Mano y al Hombro
1994,243,Joyeria
1995,243,Relojes
1996,243,Ropa
1997,243,Zapatos
1998,243,Otros
1999,244,Accesorios
2000,244,Ropa
2001,244,"Zapatos para Bebes (Ninha, Ninho)"
2002,244,Otros
2003,245,Otros
2004,246,Ayudas para la vida diaria
2005,246,Otros
2006,247,Accesorios Banho y Cuerpo
2007,247,Aditivos para el Banho
2008,247,Desodorantes y Antitranspirantes
2009,247,Exfoliantes y Tratamientos Corporales
2010,247,Limpieza Personal
2011,247,Sets
2012,247,Otros
2013,248,Masaje y Relajacion
2014,248,Metodos Alternativos
2015,248,Monedas y Fichas de Sobriedad
2016,248,Otros
2017,249,Alivio de la Resequedad Bucal
2018,249,Blanqueadores Dentales
2019,249,Cepillos de Dientes y Accesorios
2020,249,Cuidado Dental para Bebes y Ninhos
2021,249,Enjuagues Bucales
2022,249,Kits de Cuidado Bucal
2023,249,Limpiadores de Lengua
2024,249,Limpieza Interdental
2025,249,Pastas de Dientes
2026,249,Refrescantes de Aliento
2027,249,Suministros de Ortodoncia
2028,249,Otros
2029,250,Anteojos de Bloqueo de Luz Azul
2030,250,Cuidado para Lentes y Anteojos
2031,250,Lentes de Lectura y Anteojos
2032,250,Marcos para Lentes y Anteojos
2033,250,Otros
2034,251,Baterias
2035,251,Cuidado de Zapatos
2036,251,Encendedores y Cerillos
2037,251,Insecticidas y Pesticidas
2038,251,Lavanderia
2039,251,Lavatrastes y Lavavajillas
2040,251,"Papeles, Envolturas y Bolsas"
2041,251,Productos y Utensilios de Limpieza
2042,251,Otros
2043,252,Copas Menstruales
2044,252,Cuidado Intimo
2045,252,Protectores Diarios
2046,252,Toallas Sanitarias
2047,252,Otros
2048,253,Banho
2049,253,Basculas
2050,253,Cambio de Panhales
2051,253,Cuidado de la Piel
2052,253,Cuidado Dental
2053,253,Higiene
2054,253,Lactancia y Alimentacion
2055,253,Termometros
2056,253,Toallitas y Accesorios
2057,253,Tratamientos de Frio y Calor
2058,253,Otros
2059,254,Accesorios de Ayuda para la Movilidad y Vida Diaria
2060,254,Cloth Face Masks & Accessories
2061,254,Mascaras Desechables para Rostro
2062,254,Mascaras Faciales Medicas y Protecciones
2063,254,Monitores de Salud y Diagnosticos
2064,254,Prendas de compresion medica
2065,254,Productos Post Mastectomia
2066,254,"Tirantes, Ferulas y Soportes"
2067,254,Utensilios de Ayuda para Terapia Ocupacional y Fisica
2068,254,Otros
2069,255,Cuidado del Oido
2070,255,Cuidado de los Ojos
2071,255,Cuidado de Pies
2072,255,Incontinencia
2073,255,"Inhaladores de Vapor, Nebulizadores y Accesorios"
2074,255,Metodos Alternativos
2075,255,Primeros Auxilios
2076,255,Salud de la Mujer
2077,255,Suenho y Ronquidos
2078,255,Medicamento de Venta Libre
2079,255,Tratamientos para Piojos
2080,255,Terapias de Frio y Calor
2081,255,Utensilios para Guardar Medicamentos
2082,255,Repelentes de Insectos y Plagas
2083,255,Otros
2084,256,Barras Nutritivas
2085,256,Botanas & Bebidas Saludables
2086,256,Productos de Control Nutricional
2087,256,Suplementos para Deportistas
2088,256,"Vitaminas, Minerales y Suplementos"
2089,256,Otros
2090,257,Otros
2091,258,Artes y Artesanias
2092,258,Disenho de Casa y Jardin
2093,258,Edicion en Casa
2094,258,Familia y Genealogia
2095,258,Otros
2096,259,Contabilidad de Negocios
2097,259,Declaracion de Impuestos
2098,259,Finanzas Personales
2099,259,Impresion de Cheques
2100,259,Nomina
2101,259,Otros
2102,260,Declaracion de Impuestos
2103,260,Otros
2104,261,Educacion y Consulta
2105,261,Otros
2106,262,Capacitacion y Tutoriales
2107,262,Fotografia
2108,262,Ilustracion
2109,262,Suites de Disenho Grafico
2110,262,Otros
2111,263,Idiomas y Viajes
2112,263,Otros
2113,264,Complementos de Audio
2114,264,Edicion y Efectos de MP3
2115,264,Ensenhanza de Instrumentos
2116,264,Instrumentos Virtuales
2117,264,Notacion Musical
2118,264,Quemado y Etiquetado
2119,264,Software de Produccion Musical
2120,264,Otros
2121,265,Administracion de Documentos
2122,265,Hojas de Calculo
2123,265,Reconocimiento de Voz
2124,265,Suites para Oficina
2125,265,Visualizacion y Presentacion
2126,265,Otros
2127,266,Programacion y Desarrollo Web
2128,266,Otros
2129,267,Administracion de Redes
2130,267,Firewalls
2131,267,Licencias de Acceso de Clientes
2132,267,Otros
2133,268,Otros
2134,269,Arte y Creatividad
2135,269,Ciencias y Naturaleza
2136,269,Juegos
2137,269,Lectura e Idioma
2138,269,Matematicas
2139,269,Razonamiento y Solucion de Problemas
2140,269,Otros
2141,270,Controladores y Recuperacion de Controladores
2142,270,Protectores de Pantalla
2143,270,Utilidades de Internet
2144,270,Otros
2145,271,Animacion y Anime
2146,271,Edicion de Video
2147,271,Quemado y Etiquetado
2148,271,Otros
2149,272,Otros
2150,273,Juegos Linux
2151,273,Otros
2152,274,Accesorios
2153,274,Contenido Descargable
2154,274,Juegos
2155,274,Otros
2156,275,Nintendo eShop
2157,275,PlayStation Network
2158,275,Xbox Live
2159,275,Otros
2160,276,Accesorios
2161,276,Consolas
2162,276,Figuras Interactivas
2163,276,Juegos
2164,276,Nintendo eShop
2165,276,Otros
2166,277,Accesorios
2167,277,Contenido Descargable
2168,277,Hardware de Realidad Virtual
2169,277,Juegos
2170,277,Otros
2171,278,Accesorios
2172,278,Consolas
2173,278,Contenido Descargable
2174,278,Figuras de Juegos Interactivos
2175,278,Hardware de PlayStation VR
2176,278,Juegos
2177,278,Paquetes
2178,278,PlayStation Network
2179,278,Otros
2180,279,Accesorios
2181,279,Consolas
2182,279,Contenido Descargable
2183,279,Hardware de PlayStation VR2
2184,279,Juegos
2185,279,PlayStation Network
2186,279,Otros
2187,280,Hardware Autonomo
2188,280,Hardware de PlayStation VR
2189,280,Hardware de PlayStation VR2
2190,280,Hardware para PC
2191,280,Otros
2192,281,ColecoVision
2193,281,Sistemas Atari
2194,281,Sistemas de Juego de Mano
2195,281,Sistemas Nintendo
2196,281,Sistemas PlayStation
2197,281,Sistemas Sega
2198,281,Sistemas Xbox
2199,281,Otros
2200,282,Accesorios
2201,282,Consolas
2202,282,Contenido Descargable
2203,282,Figuras de Juegos Interactivos
2204,282,Juegos
2205,282,Paquetes
2206,282,Xbox Live
2207,282,Otros
2208,283,Accesorios
2209,283,Consolas
2210,283,Contenido Descargable
2211,283,Juegos
2212,283,Xbox Live
2213,283,Otros
2214,284,Otros
